user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Bjer_18-Q3-R1-45_BATAC.569	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	ANI	N/A	GCF_002943465.1, s__Rhodoferax sp002943465, 95.0, 80.03, 0.38; GCA_001795455.1, s__Rhodoferax sp001795455, 95.0, 79.93, 0.39; GCA_001770935.1, s__Rhodoferax sp001770935, 95.0, 79.73, 0.39; GCF_001955715.1, s__Rhodoferax saidenbachensis, 95.0, 79.7, 0.37; GCF_003415675.1, s__Rhodoferax sp003415675, 95.0, 79.56, 0.34; GCF_002251855.1, s__Rhodoferax sp002251855, 95.0, 79.46, 0.36; GCA_903945325.1, s__Rhodoferax sp903945325, 95.0, 79.44, 0.31; GCA_903853895.1, s__Rhodoferax sp903853895, 95.0, 79.4, 0.34; GCA_008015235.1, s__Rhodoferax sp008015235, 95.0, 79.35, 0.38; GCA_903863395.1, s__Rhodoferax sp903863395, 95.0, 79.35, 0.4; GCA_002256115.1, s__Rhodoferax sp002256115, 95.0, 79.35, 0.31; GCF_005876985.1, s__Rhodoferax bucti, 95.0, 79.3, 0.38; GCA_903886275.1, s__Rhodoferax sp903886275, 95.0, 79.25, 0.33; GCA_013297935.1, s__Rhodoferax sp013297935, 95.0, 79.13, 0.33; GCF_002163715.1, s__Rhodoferax sp002163715, 95.0, 79.0, 0.29; GCA_903845935.1, s__Rhodoferax sp903845935, 95.0, 78.95, 0.32; GCA_903924955.1, s__Rhodoferax sp903924955, 95.0, 78.95, 0.31; GCA_002422455.1, s__Rhodoferax sp002422455, 95.0, 78.92, 0.37; GCA_004293725.1, s__Rhodoferax sp004293725, 95.0, 78.9, 0.31; GCA_903960915.1, s__Rhodoferax sp903960915, 95.0, 78.82, 0.3; GCA_009925925.1, s__Rhodoferax sp009925925, 95.0, 78.77, 0.31; GCA_903928635.1, s__Rhodoferax sp903928635, 95.0, 78.71, 0.34; GCA_011391645.1, s__Rhodoferax sp011391645, 95.0, 78.71, 0.34; GCA_012927445.1, s__Rhodoferax sp012927445, 95.0, 78.69, 0.28; GCA_903954045.1, s__Rhodoferax sp903954045, 95.0, 78.66, 0.26; GCA_011391545.1, s__Rhodoferax sp011391545, 95.0, 78.65, 0.31; GCA_001771065.1, s__Rhodoferax sp001771065, 95.0, 78.64, 0.24; GCF_003347515.1, s__Rhodoferax sp003347515, 95.0, 78.64, 0.31; GCA_002390825.1, s__Rhodoferax sp002390825, 95.0, 78.57, 0.29; GCA_002842265.1, s__Rhodoferax sp002842265, 95.0, 78.53, 0.34; GCA_002083775.1, s__Rhodoferax ferrireducens_A, 95.0, 78.53, 0.29; GCF_013416775.1, s__Rhodoferax sp013416775, 95.0, 78.5, 0.28; GCF_002017865.1, s__Rhodoferax fermentans, 95.0, 78.5, 0.29; GCA_903897925.1, s__Rhodoferax sp903897925, 95.0, 78.48, 0.27; GCA_002413825.1, s__Rhodoferax sp002413825, 95.0, 78.46, 0.31; GCF_000013605.1, s__Rhodoferax ferrireducens, 95.0, 78.45, 0.29; GCF_006974105.1, s__Rhodoferax sp006974105, 95.0, 78.44, 0.25; GCA_002786915.1, s__Rhodoferax sp002786915, 95.0, 78.42, 0.25; GCA_009693325.1, s__Rhodoferax sp009693325, 95.0, 78.36, 0.24; GCA_903828665.1, s__Rhodoferax sp903828665, 95.0, 78.35, 0.26; GCA_002789915.1, s__Rhodoferax sp002789915, 95.0, 78.34, 0.32; GCA_008080595.1, s__Rhodoferax sp008080595, 95.0, 78.33, 0.27; GCA_010365055.1, s__Rhodoferax sp010365055, 95.0, 78.26, 0.26; GCA_001871515.1, s__Rhodoferax sp001871515, 95.0, 78.23, 0.33; GCA_903944555.1, s__Rhodoferax sp903944555, 95.0, 78.2, 0.3; GCA_903928325.1, s__Rhodoferax sp903928325, 95.0, 78.19, 0.32; GCF_001938565.1, s__Rhodoferax antarcticus, 95.0, 78.18, 0.27; GCA_013791765.1, s__Rhodoferax sp013791765, 95.0, 78.18, 0.27; GCA_903905735.1, s__Rhodoferax sp903905735, 95.0, 78.16, 0.28; GCA_903876735.1, s__Rhodoferax sp903876735, 95.0, 78.13, 0.25; GCA_903938955.1, s__Rhodoferax sp903938955, 95.0, 78.12, 0.26; GCA_014190675.1, s__Rhodoferax sp014190675, 95.0, 78.07, 0.21; GCA_903958915.1, s__Rhodoferax sp903958915, 95.0, 78.06, 0.27; GCA_903876045.1, s__Rhodoferax sp903876045, 95.0, 78.04, 0.22; GCA_903886165.1, s__Rhodoferax sp903886165, 95.0, 78.01, 0.28; GCA_903920695.1, s__Rhodoferax sp903920695, 95.0, 77.93, 0.23; GCA_903864505.1, s__Rhodoferax sp903864505, 95.0, 77.91, 0.25; GCA_903870955.1, s__Rhodoferax sp903870955, 95.0, 77.91, 0.23; GCA_009924455.1, s__Rhodoferax sp009924455, 95.0, 77.9, 0.32; GCA_903839085.1, s__Rhodoferax sp903839085, 95.0, 77.89, 0.22; GCA_903914175.1, s__Rhodoferax sp903914175, 95.0, 77.88, 0.25; GCA_903870065.1, s__Rhodoferax sp903870065, 95.0, 77.86, 0.2; GCA_903859265.1, s__Rhodoferax sp903859265, 95.0, 77.85, 0.25; GCA_002784245.1, s__Rhodoferax sp002784245, 95.0, 77.82, 0.38; GCA_903861575.1, s__Rhodoferax sp903861575, 95.0, 77.81, 0.28; GCA_903951445.1, s__Rhodoferax sp903951445, 95.0, 77.8, 0.23; GCA_009922295.1, s__Rhodoferax sp009922295, 95.0, 77.79, 0.22; GCA_903869595.1, s__Rhodoferax sp903869595, 95.0, 77.77, 0.24; GCA_903896425.1, s__Rhodoferax sp903896425, 95.0, 77.72, 0.21; GCA_903914985.1, s__Rhodoferax sp903914985, 95.0, 77.68, 0.29; GCA_903873485.1, s__Rhodoferax sp903873485, 95.0, 77.66, 0.24; GCA_903840825.1, s__Rhodoferax sp903840825, 95.0, 77.66, 0.24; GCA_903948045.1, s__Rhodoferax sp903948045, 95.0, 77.6, 0.19; GCA_903823025.1, s__Rhodoferax sp903823025, 95.0, 77.58, 0.22; GCA_903897005.1, s__Rhodoferax sp903897005, 95.0, 77.56, 0.21; GCA_903856025.1, s__Rhodoferax sp903856025, 95.0, 77.44, 0.23; GCA_003133245.1, s__Rhodoferax sp003133245, 95.0, 77.34, 0.23; GCA_002381045.1, s__Rhodoferax sp002381045, 95.0, 77.27, 0.2	85.63	11	0.9773401645524784	N/A
Bjer_18-Q3-R1-45_MAXAC.004	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix parvicella	GCF_000299415.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix parvicella	99.0	0.9	GCF_000299415.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix parvicella	99.0	0.9	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002473265.1, s__Microthrix sp002473265, 95.0, 80.69, 0.58	90.77	11	N/A	N/A
Bjer_18-Q3-R1-45_MAXAC.011	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__	N/A	N/A	N/A	N/A	N/A	GCA_903959855.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__Sulfuritalea sp903959855	85.09	0.67	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903908065.1, s__Sulfuritalea sp903908065, 95.0, 84.53, 0.7; GCF_000828635.1, s__Sulfuritalea hydrogenivorans, 95.0, 83.35, 0.62; GCA_903933395.1, s__Sulfuritalea sp903933395, 95.0, 82.9, 0.66; GCA_006218025.1, s__Sulfuritalea sp006218025, 95.0, 82.59, 0.56; GCA_012026675.1, s__Sulfuritalea sp012026675, 95.0, 82.56, 0.56; GCA_001828935.1, s__Sulfuritalea sp001828935, 95.0, 82.04, 0.51; GCA_903932755.1, s__Sulfuritalea sp903932755, 95.0, 81.72, 0.62; GCA_903848955.1, s__Sulfuritalea sp903848955, 95.0, 81.59, 0.53	98.13	11	0.9719540588012762	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bjer_18-Q3-R1-45_MAXAC.012	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAAFJR01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	90.93	11	0.9799074135404783	N/A
Bjer_18-Q3-R1-45_MAXAC.014	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__	N/A	N/A	N/A	N/A	N/A	GCA_903932755.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__Sulfuritalea sp903932755	86.47	0.72	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903933395.1, s__Sulfuritalea sp903933395, 95.0, 86.45, 0.73; GCA_012026675.1, s__Sulfuritalea sp012026675, 95.0, 85.55, 0.63; GCF_000828635.1, s__Sulfuritalea hydrogenivorans, 95.0, 85.0, 0.61; GCA_006218025.1, s__Sulfuritalea sp006218025, 95.0, 84.37, 0.62; GCA_903959855.1, s__Sulfuritalea sp903959855, 95.0, 83.42, 0.54; GCA_001828935.1, s__Sulfuritalea sp001828935, 95.0, 83.41, 0.55; GCA_903908065.1, s__Sulfuritalea sp903908065, 95.0, 83.38, 0.58; GCA_903848955.1, s__Sulfuritalea sp903848955, 95.0, 83.33, 0.54	90.33	11	0.9826079435898638	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bjer_18-Q3-R1-45_MAXAC.024	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__UBA7236;s__UBA7236 sp002473275	GCA_002473275.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__UBA7236;s__UBA7236 sp002473275	98.56	0.85	GCA_002473275.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__UBA7236;s__UBA7236 sp002473275	98.56	0.85	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.0	11	N/A	N/A
Bjer_18-Q3-R1-45_MAXAC.033	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__	N/A	N/A	N/A	N/A	N/A	GCA_001899855.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__Dokdonella sp001899855	93.51	0.85	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__	taxonomic classification defined by topology and ANI	N/A	GCF_900115085.1, s__Dokdonella immobilis, 95.0, 80.93, 0.6; GCA_004295005.1, s__Dokdonella sp004295005, 95.0, 79.34, 0.45; GCA_002483055.1, s__Dokdonella sp002483055, 95.0, 79.25, 0.31; GCF_001632775.1, s__Dokdonella koreensis, 95.0, 78.64, 0.36; GCA_003241385.1, s__Dokdonella denitrificans_A, 95.0, 78.52, 0.38	88.62	11	0.9950544644601401	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bjer_18-Q3-R1-45_MAXAC.048	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	89.36	11	0.8952248133523029	N/A
Bjer_18-Q3-R1-45_MAXAC.058_sub	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Cfx3-02;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	85.41	11	0.9440399048714615	N/A
Bjer_18-Q3-R1-45_MAXAC.065	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__	taxonomic classification fully defined by topology	N/A	N/A	91.03	11	0.9169202755255815	N/A
Bjer_18-Q3-R1-45_MAXAC.089	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__SCUS01;s__SCUS01 sp004297725	GCA_004297725.1	95.0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__SCUS01;s__SCUS01 sp004297725	95.05	0.78	GCA_004297725.1	95.0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__SCUS01;s__SCUS01 sp004297725	95.05	0.78	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__SCUS01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903845045.1, s__SCUS01 sp903845045, 95.0, 79.96, 0.55	84.51	11	N/A	N/A
Bjer_18-Q3-R1-45_MAXAC.090	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__CAINDZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__;s__	taxonomic novelty determined using RED	N/A	N/A	92.22	11	0.9409823790610544	N/A
Bjer_18-Q3-R1-45_MAXAC.094	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__UBA10438 sp002426145	GCA_002426145.1	95.0	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__UBA10438 sp002426145	98.82	0.95	GCA_002426145.1	95.0	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__UBA10438 sp002426145	98.82	0.95	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	93.37	11	N/A	N/A
Bjer_18-Q3-R1-45_MAXAC.099	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Ahniellaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Ahniellaceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	85.43	11	0.8577126235636982	N/A
Bjer_18-Q3-R1-45_MAXAC.113	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	N/A	N/A	N/A	N/A	N/A	GCA_001724995.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__Rubrivivax sp001724995	81.35	0.59	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	taxonomic classification defined by topology and ANI	N/A	GCA_013822265.1, s__Rubrivivax sp013822265, 95.0, 81.13, 0.52; GCA_903914615.1, s__Rubrivivax sp903914615, 95.0, 81.11, 0.46; GCF_000190375.1, s__Rubrivivax benzoatilyticus, 95.0, 80.99, 0.52; GCF_004016515.1, s__Rubrivivax albus, 95.0, 80.89, 0.46; GCA_001725505.1, s__Rubrivivax sp001725505, 95.0, 80.88, 0.54; GCA_903828235.1, s__Rubrivivax sp903828235, 95.0, 80.86, 0.49; GCA_011391855.1, s__Rubrivivax sp011391855, 95.0, 80.8, 0.53; GCF_004340905.1, s__Rubrivivax gelatinosus, 95.0, 80.78, 0.43; GCF_000284255.1, s__Rubrivivax gelatinosus_A, 95.0, 80.77, 0.43; GCF_004016505.1, s__Rubrivivax sp004016505, 95.0, 80.58, 0.45; GCF_001295905.1, s__Rubrivivax sp001295905, 95.0, 80.48, 0.44; GCA_903938815.1, s__Rubrivivax sp903938815, 95.0, 80.46, 0.43; GCF_001295865.1, s__Rubrivivax sp001295865, 95.0, 80.28, 0.46; GCA_903822435.1, s__Rubrivivax sp903822435, 95.0, 79.93, 0.39; GCA_011525985.1, s__Rubrivivax sp011525985, 95.0, 79.8, 0.59; GCA_001464055.1, s__Rubrivivax sp001464055, 95.0, 79.63, 0.39; GCA_903885585.1, s__Rubrivivax sp903885585, 95.0, 79.04, 0.33; GCA_903876715.1, s__Rubrivivax sp903876715, 95.0, 79.0, 0.33; GCA_903834645.1, s__Rubrivivax sp903834645, 95.0, 78.6, 0.41; GCA_009923895.1, s__Rubrivivax sp009923895, 95.0, 77.7, 0.21	89.42	11	0.963857911422502	N/A
Bjer_18-Q3-R1-45_MAXAC.114	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__UBA2033;s__	N/A	N/A	N/A	N/A	N/A	GCA_002333425.1	95.0	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__UBA2033;s__UBA2033 sp002333425	79.76	0.49	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__UBA2033;s__	taxonomic classification defined by topology and ANI	N/A	N/A	90.65	11	0.9706124449509348	N/A
Bjer_18-Q3-R1-45_MAXAC.115	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ANI	N/A	GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 79.58, 0.27; GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 79.51, 0.43; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 79.42, 0.41; GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 78.87, 0.26; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 78.85, 0.3; GCA_902826215.1, s__PHOS-HE28 sp902826215, 95.0, 78.83, 0.25; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 78.78, 0.28; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 78.56, 0.25; GCA_002396605.1, s__PHOS-HE28 sp002396605, 95.0, 77.74, 0.25	82.71	11	0.9477625539988492	N/A
Bjer_18-Q3-R1-45_MAXAC.141	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	ANI	N/A	GCA_002413825.1, s__Rhodoferax sp002413825, 95.0, 79.75, 0.4; GCA_012927445.1, s__Rhodoferax sp012927445, 95.0, 79.55, 0.4; GCF_003347515.1, s__Rhodoferax sp003347515, 95.0, 79.53, 0.35; GCA_001770935.1, s__Rhodoferax sp001770935, 95.0, 79.43, 0.3; GCF_000013605.1, s__Rhodoferax ferrireducens, 95.0, 79.39, 0.3; GCA_002422455.1, s__Rhodoferax sp002422455, 95.0, 79.3, 0.47; GCA_903960915.1, s__Rhodoferax sp903960915, 95.0, 79.12, 0.33; GCF_002943465.1, s__Rhodoferax sp002943465, 95.0, 79.01, 0.32; GCA_001795455.1, s__Rhodoferax sp001795455, 95.0, 78.93, 0.32; GCA_010365055.1, s__Rhodoferax sp010365055, 95.0, 78.91, 0.34; GCF_003415675.1, s__Rhodoferax sp003415675, 95.0, 78.91, 0.26; GCA_013791765.1, s__Rhodoferax sp013791765, 95.0, 78.89, 0.34; GCA_011391645.1, s__Rhodoferax sp011391645, 95.0, 78.85, 0.39; GCA_002842265.1, s__Rhodoferax sp002842265, 95.0, 78.77, 0.35; GCF_001955715.1, s__Rhodoferax saidenbachensis, 95.0, 78.76, 0.28; GCF_005876985.1, s__Rhodoferax bucti, 95.0, 78.74, 0.3; GCA_903886275.1, s__Rhodoferax sp903886275, 95.0, 78.69, 0.25; GCA_903863395.1, s__Rhodoferax sp903863395, 95.0, 78.66, 0.36; GCA_903945325.1, s__Rhodoferax sp903945325, 95.0, 78.63, 0.27; GCA_903876735.1, s__Rhodoferax sp903876735, 95.0, 78.58, 0.3; GCA_903905735.1, s__Rhodoferax sp903905735, 95.0, 78.57, 0.24; GCA_002256115.1, s__Rhodoferax sp002256115, 95.0, 78.57, 0.24; GCA_903828665.1, s__Rhodoferax sp903828665, 95.0, 78.55, 0.29; GCA_009925925.1, s__Rhodoferax sp009925925, 95.0, 78.55, 0.23; GCF_002017865.1, s__Rhodoferax fermentans, 95.0, 78.55, 0.26; GCA_011391545.1, s__Rhodoferax sp011391545, 95.0, 78.53, 0.32; GCA_903845935.1, s__Rhodoferax sp903845935, 95.0, 78.53, 0.28; GCA_001771065.1, s__Rhodoferax sp001771065, 95.0, 78.51, 0.27; GCA_008015235.1, s__Rhodoferax sp008015235, 95.0, 78.51, 0.28; GCA_002789915.1, s__Rhodoferax sp002789915, 95.0, 78.51, 0.34; GCA_903914175.1, s__Rhodoferax sp903914175, 95.0, 78.5, 0.28; GCF_002251855.1, s__Rhodoferax sp002251855, 95.0, 78.47, 0.3; GCA_903938955.1, s__Rhodoferax sp903938955, 95.0, 78.45, 0.31; GCF_013416775.1, s__Rhodoferax sp013416775, 95.0, 78.43, 0.26; GCA_903920695.1, s__Rhodoferax sp903920695, 95.0, 78.41, 0.25; GCA_903853895.1, s__Rhodoferax sp903853895, 95.0, 78.39, 0.25; GCA_008080595.1, s__Rhodoferax sp008080595, 95.0, 78.38, 0.25; GCA_903897005.1, s__Rhodoferax sp903897005, 95.0, 78.38, 0.27; GCA_001871515.1, s__Rhodoferax sp001871515, 95.0, 78.38, 0.38; GCA_002083775.1, s__Rhodoferax ferrireducens_A, 95.0, 78.35, 0.3; GCA_003133245.1, s__Rhodoferax sp003133245, 95.0, 78.35, 0.31; GCA_903823025.1, s__Rhodoferax sp903823025, 95.0, 78.34, 0.33; GCF_001938565.1, s__Rhodoferax antarcticus, 95.0, 78.29, 0.29; GCA_002786915.1, s__Rhodoferax sp002786915, 95.0, 78.29, 0.27; GCF_002163715.1, s__Rhodoferax sp002163715, 95.0, 78.29, 0.23; GCA_013297935.1, s__Rhodoferax sp013297935, 95.0, 78.28, 0.28; GCA_903873485.1, s__Rhodoferax sp903873485, 95.0, 78.25, 0.28; GCA_004293725.1, s__Rhodoferax sp004293725, 95.0, 78.25, 0.26; GCA_903886165.1, s__Rhodoferax sp903886165, 95.0, 78.23, 0.3; GCA_009693325.1, s__Rhodoferax sp009693325, 95.0, 78.21, 0.26; GCA_903839085.1, s__Rhodoferax sp903839085, 95.0, 78.19, 0.29; GCA_903840825.1, s__Rhodoferax sp903840825, 95.0, 78.18, 0.29; GCA_903954045.1, s__Rhodoferax sp903954045, 95.0, 78.14, 0.24; GCA_903864505.1, s__Rhodoferax sp903864505, 95.0, 78.07, 0.21; GCA_903897925.1, s__Rhodoferax sp903897925, 95.0, 78.05, 0.24; GCA_007280205.1, s__Rhodoferax sp007280205, 95.0, 78.05, 0.21; GCA_014190675.1, s__Rhodoferax sp014190675, 95.0, 78.05, 0.25; GCA_903928635.1, s__Rhodoferax sp903928635, 95.0, 78.04, 0.29; GCA_903944555.1, s__Rhodoferax sp903944555, 95.0, 78.03, 0.27; GCA_002784245.1, s__Rhodoferax sp002784245, 95.0, 78.02, 0.38; GCA_903924955.1, s__Rhodoferax sp903924955, 95.0, 78.01, 0.24; GCA_009922295.1, s__Rhodoferax sp009922295, 95.0, 77.92, 0.24; GCA_903896425.1, s__Rhodoferax sp903896425, 95.0, 77.92, 0.28; GCA_903948045.1, s__Rhodoferax sp903948045, 95.0, 77.85, 0.21; GCA_002390825.1, s__Rhodoferax sp002390825, 95.0, 77.84, 0.23; GCA_903906695.1, s__Rhodoferax sp903906695, 95.0, 77.76, 0.22; GCA_903951445.1, s__Rhodoferax sp903951445, 95.0, 77.74, 0.21; GCA_903894475.1, s__Rhodoferax sp903894475, 95.0, 77.73, 0.19; GCA_009924455.1, s__Rhodoferax sp009924455, 95.0, 77.7, 0.29; GCA_903861575.1, s__Rhodoferax sp903861575, 95.0, 77.68, 0.26; GCA_903875275.1, s__Rhodoferax sp903875275, 95.0, 77.66, 0.21; GCA_903856025.1, s__Rhodoferax sp903856025, 95.0, 77.65, 0.23; GCA_903859265.1, s__Rhodoferax sp903859265, 95.0, 77.65, 0.2; GCA_903869595.1, s__Rhodoferax sp903869595, 95.0, 77.62, 0.23; GCA_002381045.1, s__Rhodoferax sp002381045, 95.0, 77.61, 0.21; GCA_903958915.1, s__Rhodoferax sp903958915, 95.0, 77.59, 0.21; GCA_903928325.1, s__Rhodoferax sp903928325, 95.0, 77.49, 0.26; GCA_903927295.1, s__Rhodoferax sp903927295, 95.0, 77.45, 0.22; GCA_903870955.1, s__Rhodoferax sp903870955, 95.0, 77.37, 0.21; GCA_903930255.1, s__Rhodoferax sp903930255, 95.0, 77.32, 0.2; GCA_903925725.1, s__Rhodoferax sp903925725, 95.0, 77.23, 0.13; GCA_903914985.1, s__Rhodoferax sp903914985, 95.0, 76.91, 0.23	92.28	11	0.9606982947384548	N/A
