MAG	NumContigs	TotBP	MaxContigBP	AvContigBP	HQMAG	HQdRep	HQdRep99ANI	HQSpRep	Comp	Cont	StrHet	Circ	FLSSU	FLLSU	GTDBTaxRS95	MiDAS3_7Tax	MIdentity	MAlnLgth	SILVA138Tax	SIdentity	SAlnLgth	ilmcov	npcov	max_abund	mm27f	mm534r	ttl_polymorphic_rate	polymut_rate
AalE_18-Q3-R2-46_MAXAC.133.fa	25	4535331	1471325	181413.2	1083HQ	503_1	503_2	NA	95.6	2.38	0	NA	1	1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	ESV395.1432;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_395,s:midas_s_395;	100	1432	FPLP01000356.16.1505 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;metagenome	99.9	1490	15.605808	13.177544	NA	0	0	0.0116673960817173	0.00327214359305932
AalE_18-Q3-R2-46_MAXAC.235.fa	16	4078769	1683770	254923.1	1083HQ	273_1	273_1	NA	99.46	4.57	50	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002396605	ESV434.1444;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_434,s:midas_s_434;	99.9	1444	FPLP01010553.10.1513 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;metagenome	99.4	1504	9.364811	14.845706	NA	0	0	0.0160330974049523	0.00413713575421295
AalW_18-Q3-R10-53_BAT3C.147.fa	12	3728009	2331557	310667.4	1083HQ	28_1	28_1	NA	96.99	3.83	85.71	NA	2	2	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__UBA10438 sp002426145	ESV428.1409;tax=d:Bacteria,p:Bacteroidetes,c:Ignavibacteria,o:OPB56,f:midas_f_428,g:midas_g_428,s:midas_s_428;	100	1409	FPLP01012358.2.1414 Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;metagenome	99.8	1413	13.509589	23.458185	NA	0	0	0.00908836140950926	0.00146803602311169
AalW_18-Q3-R10-53_BAT3C.180.fa	11	2746824	1181338	249711.3	1083HQ	360_1	360_1	NA	99.98	4.74	73.68	NA	2	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__	ESV2066.1467;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Thermomonas,s:midas_s_203;	99.9	1467	EU864458.1.1507 Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas;uncultured bacterium	99.3	1509	20.056414	28.450184	NA	0	0	0.0269342669577891	0.00839605492167859
AalW_18-Q3-R10-53_BAT3C.196.fa	13	4643342	1004539	357180.2	1083HQ	169_1	169_2	NA	97.62	1.59	0	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	ESV300.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:midas_g_300,s:midas_s_300;	99.1	1445	FPLP01000248.4.1486 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;metagenome	99	1483	6.3252645	12.238311	NA	0	0	0.0147319900508865	0.00395508030960583
AalW_18-Q3-R10-53_BAT3C.204.fa	39	5782885	1164624	148279.1	1083HQ	468_1	468_1	NA	93.16	4.27	0	NA	2	2	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__;g__;s__	ESV575.1475;tax=d:Bacteria,p:Acidobacteria,c:Blastocatellia_Subgroup_4,o:DS-100,f:midas_f_502,g:midas_g_502,s:midas_s_502;	99.9	1475	HQ114113.1.1514 Bacteria;Acidobacteriota;Blastocatellia;DS-100;uncultured bacterium	97.9	1515	6.4057255	9.413795	NA	0	0	0.0116692018845977	0.00414613248072135
AalW_18-Q3-R10-53_BAT3C.243.fa	32	3161995	323711	98812.3	1083HQ	362_1	362_1	NA	95.14	3.73	41.67	NA	2	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Ahniellaceae;g__0-14-3-00-62-12;s__	ESV116.1467;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Rhodanobacteraceae,g:midas_g_116,s:midas_s_116;	99.9	1467	FM201001.1.1414 Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Ahniella;uncultured bacterium	98.7	1414	5.5976777	8.45127	NA	0	0	0.0546534984934717	0.0162795066057229
AalW_18-Q3-R10-53_BAT3C.245.fa	22	3951671	490585	179621.4	1083HQ	440_2	440_2	SPREPHQ	95.95	4.51	21.05	NA	1	1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	ESV267.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Steroidobacterales,f:Steroidobacteraceae,g:midas_g_98,s:midas_s_98;	99.9	1461	FQ658711.2.1359 Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;uncultured;uncultured soil bacterium	99.6	1358	8.43893	12.004651	0.19533275	0	0	0.0543933500435078	0.0142767471194039
AalW_18-Q3-R10-53_BAT3C.371_sub.fa	84	6250365	374952	74409.1	1083HQ	455_1	455_3	NA	93.43	1.09	50	NA	2	2	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__;g__;s__	ESV1.1417;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Caldilineales,f:Amarolineaceae,g:Ca_Amarolinea,s:midas_s_1;	99.8	1417	FPLP01003197.7.1442 Bacteria;Chloroflexi;Anaerolineae;C10-SB1A;metagenome	99.2	1437	11.321826	14.785608	NA	0	1	0.0232569352236615	0.00668360398744268
AalW_18-Q3-R10-53_BAT3C.395.fa	1	808221	808221	808221	1083HQ	9_0	9_0	SPREPHQ	79.59	0	0	CIRCULAR	1	1	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA9973;g__;s__	NA	NA	NA	AWSN01000001.338194.339805 Bacteria;Patescibacteria;Parcubacteria;Candidatus Nomurabacteria;Parcubacteria bacterium RAAC4_OD1_1	86	1628	22.427673	42.729137	0.29216364	1	2	0.000984597774100687	0.000192651201619622
AalW_18-Q3-R10-53_BAT3C.461.fa	15	6100096	1713894	406673.1	1083HQ	484_1	484_4	NA	98.9	2.2	0	NA	2	2	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__	ESV2549.1448;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_764,s:midas_s_929;	100	1448	JN609373.1.1487 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured bacterium	99.7	1487	14.379425	19.67952	NA	0	0	0.0303723323114547	0.00616569025317117
AalW_18-Q3-R10-53_BAT3C.502.fa	17	3946847	1000175	232167.5	1083HQ	531_1	531_3	NA	93.16	4.27	50	NA	1	1	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265	ESV14.1445;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:Ca_Microthrix,s:midas_s_2;	99.9	1446	FPLM01002571.16.1519 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Candidatus Microthrix;metagenome	99.5	1505	14.382857	17.419273	NA	0	1	0.017040053531069	0.00465900232025711
AalW_18-Q3-R10-53_BAT3C.508_uni.fa	1	979137	979137	979137	1083HQ	1_1	1_2	NA	61.97	0.85	0	CIRCULAR	1	1	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas aalborgensis	ESV728.1491;tax=d:Bacteria,p:Patescibacteria,c:Saccharimonadia,o:Saccharimonadales,f:Saccharimonadaceae,g:Ca_Saccharimonas,s:Ca_Saccharimonas_aalborgensis;	100	1491	CP005957.691027.692517 Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;Candidatus Saccharimonas;Candidatus Saccharimonas aalborgensis	100	1491	12.391253	20.19257	NA	0	1	0.0145293711727278	0.00300087211607072
AalW_18-Q3-R10-53_BAT3C.524.fa	5	3605160	1389971	721032	1083HQ	544_1	544_1	SPREPHQ	95.36	0.81	100	NA	1	1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__GCA-2748155;s__	ESV5.1442;tax=d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_5;	99.9	1443	FPLP01006639.16.1516 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Tetrasphaera;metagenome	99.7	1502	48.950634	58.049706	5.621763	0	0	0.0111000503270406	0.00227570383385396
AalW_18-Q3-R10-53_BAT3C.64.fa	9	4678233	1202194	519803.7	1083HQ	114_1	114_1	NA	97.77	2.48	57.14	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__	ESV29.1449;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:OLB8,s:midas_s_29;	100	1449	FPLP01003456.2.1356 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;OLB8;metagenome	99.6	1355	18.668798	38.39174	NA	0	0	0.0150698722916297	0.00293576694433176
AalW_18-Q3-R10-53_BAT3C.9.fa	21	7466539	1730666	355549.5	1083HQ	476_1	476_1	NA	90.22	3.41	12.5	NA	2	2	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	ESV2913.1481;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,g:Pajaroellobacter,s:midas_s_2913;	99.9	1482	HQ609712.1.1524 Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter;uncultured bacterium	95.6	1525	13.314787	14.968373	NA	0	1	0.00976310822930026	0.00310582557157807
AalW_18-Q3-R10-53_BATAC.11.fa	44	5846713	1177634	132879.8	1083HQ	139_1	139_1	NA	98.64	2.72	42.86	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	ESV56.1459;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_56,s:midas_s_56;	100	1459	FPLP01011642.15.1487 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	99.5	1477	10.259012	19.467117	NA	0	0	0.00667618424710611	0.00208147547220707
AalW_18-Q3-R10-53_BATAC.157.fa	27	4436871	678240	164328.6	1083HQ	389_0	389_0	SPREPHQ	91.97	2.53	30	NA	1	1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	ESV386.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Leptothrix,s:midas_s_386;	99.8	1451	LJHW01000064.3654.5190 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;beta proteobacterium AAP65	99.4	1529	14.264554	17.441753	0.1758825	0	0	0.0281015589070206	0.00797051864001295
AalW_18-Q3-R10-53_BATAC.16.fa	7	4355594	2616794	622227.7	1083HQ	253_1	253_1	SPREPHQ	100	0	0	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV385.1443;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_385,s:midas_s_385;	99.9	1443	FPLP01008662.1.1495 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;metagenome	99.6	1495	13.433574	24.913076	0.30463403	0	0	0.00540531786922886	0.00109588506992359
AalW_18-Q3-R10-53_BATAC.174.fa	39	4362972	614195	111871.1	1083HQ	528_1	528_1	SPREPHQ	95.24	0.61	25	NA	2	1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	ESV63.1402;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Rhodobacter,s:midas_s_63;	98.6	1402	CU919428.1.1286 Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;uncultured bacterium	95.5	1301	7.1098986	11.164666	0.27778426	0	0	0.0560739632313518	0.0148365898056502
AalW_18-Q3-R10-53_BATAC.245.fa	11	3545835	1295041	322348.6	1083HQ	518_1	518_1	SPREPHQ	99.35	0.43	0	NA	1	1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__UBA1936;s__	ESV59.1411;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:midas_g_59,s:midas_s_59;	99.4	1411	HM007527.1.1469 Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;uncultured;uncultured bacterium	98.8	1470	11.811688	17.533028	0.21829215	0	0	0.00757085945524816	0.001565793219601
AalW_18-Q3-R10-53_BATAC.281.fa	22	6108737	1186310	277669.9	1083HQ	485_0	485_0	SPREPHQ	94.74	0	0	NA	2	2	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__	ESV764.1450;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_764,s:midas_s_764;	99.5	1450	JN609373.1.1487 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured bacterium	97	1492	8.225591	11.040813	0.10466283	0	0	0.0154098933577049	0.00497854584270327
AalW_18-Q3-R10-53_BATAC.29.fa	178	9763740	443432	54852.5	1083HQ	472_1	472_3	NA	91.16	3.53	6.67	NA	6	6	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__SCUS01;s__	ESV3704.1475;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:mle1-27,g:midas_g_3704,s:midas_s_3704;	99.9	1475	FPLP01000677.6.1537 Bacteria;Myxococcota;Polyangia;mle1-27;metagenome	99.2	1533	10.770868	11.29067	NA	0	1	0.0528737455406384	0.0176743836069005
AalW_18-Q3-R10-53_BATAC.324.fa	46	4864525	554287	105750.5	1083HQ	133_1	133_5	NA	92.57	1.49	66.67	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__	ESV89.1442;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:Ca_Epiflobacter,s:midas_s_89;	100	1442	FPLP01001753.2.1491 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	96.8	1496	5.2640443	10.048155	NA	0	0	0.0207566670835994	0.00695021905601132
AalW_18-Q3-R10-53_BATAC.339.fa	12	4921780	1283511	410148.3	1083HQ	163_0	163_0	SPREPHQ	90.64	1.01	75	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA10324;g__;s__	ESV6337.1449;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:midas_s_2683;	87.4	1449	EU133751.1.1353 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;uncultured bacterium	95.6	1353	17.591906	34.617928	0.48359206	0	0	0.0160218432685951	0.00353166995815254
AalW_18-Q3-R10-53_BATAC.340.fa	39	4581485	624077	117474	1083HQ	43_1	43_1	SPREPHQ	95.08	2.51	88.89	NA	1	1	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__	ESV1068.1441;tax=d:Bacteria,p:Bacteroidetes,c:Ignavibacteria,o:SJA-28,f:midas_f_31,g:midas_g_31,s:midas_s_137;	99.7	1441	FPLP01006554.11.1509 Bacteria;Bacteroidota;SJA-28;metagenome	99.5	1499	6.293547	12.309848	0.8121911	0	0	0.0225434806691038	0.00662118222493955
AalW_18-Q3-R10-53_BATAC.377.fa	8	3692711	829701	461588.9	1083HQ	530_1	530_1	NA	92.9	0.85	0	NA	1	1	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix parvicella	ESV3.1527;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:Ca_Microthrix,s:Ca_Microthrix_parvicella;	100	1523	FPLM01004279.12.1515 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Candidatus Microthrix;metagenome	99.7	1504	57.13446	70.358765	NA	0	1	0.0036544686166727	0.00116276315945282
AalW_18-Q3-R10-53_BATAC.388.fa	87	10084970	1669260	115919.2	1083HQ	271_1	271_1	SPREPHQ	92.01	3.94	0	NA	2	2	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	ESV2771.1475;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Phaselicystidaceae,g:Phaselicystis,s:midas_s_2771;	98.5	1475	FPLP01003284.2.1484 Bacteria;Myxococcota;Polyangia;Polyangiales;Phaselicystidaceae;Phaselicystis;metagenome	98.4	1483	9.73761	12.20495	0.12357897	0	1	0.0164316614381584	0.00540406876407041
AalW_18-Q3-R10-53_BATAC.41.fa	13	3401354	803064	261642.6	1083HQ	483_1	483_1	SPREPHQ	96.7	1.1	0	NA	1	1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__Palsa-1233;s__	ESV992.1432;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_992,s:midas_s_992;	100	1432	FPLM01001703.9.1498 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;metagenome	99.9	1490	11.520257	15.778766	0.13562216	0	0	0.0292644285824989	0.00489098048083061
AalW_18-Q3-R10-53_BATAC.498.fa	66	5375741	330464	81450.6	1083HQ	314_1	314_1	SPREPHQ	93.36	2.48	25	NA	2	1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	ESV869.1456;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Cellvibrionales,f:Halieaceae,g:OM60NOR5_clade,s:midas_s_869;	98.8	1456	JN609360.1.1495 Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;OM60(NOR5) clade;uncultured bacterium	96.7	1496	5.828059	8.454831	0.16823578	1	0	0.0314803035398123	0.00936089512611417
AalW_18-Q3-R10-53_BATAC.5.fa	61	4082885	235338	66932.5	1083HQ	156_1	156_3	NA	90.54	1.89	50	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__;s__	ESV1882.1446;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:Crocinitomicaceae,g:Crocinitomix,s:midas_s_1882;	99.9	1447	FPLP01012663.15.1441 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix;metagenome	99.6	1428	5.0753884	9.624123	NA	0	0	0.048392804269486	0.011617212152085
AalW_18-Q3-R10-53_BATAC.545.fa	47	3528183	302701	75067.7	1083HQ	70_1	70_3	NA	91.83	4.68	35.71	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__B-17BO;g__;s__	ESV5378.1444;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Sphingobacteriales,f:env.OPS_17,g:midas_g_3487,s:midas_s_5378;	98.9	1444	FM200994.1.1394 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;env.OPS 17;uncultured bacterium	95.7	1394	5.4490433	9.222732	NA	0	1	0.0413425456185276	0.0105734955705627
AalW_18-Q3-R10-53_BATAC.706.fa	28	3777440	788225	134908.6	1083HQ	45_1	45_4	NA	90.69	1.64	66.67	NA	1	1	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__	ESV31.1442;tax=d:Bacteria,p:Bacteroidetes,c:Ignavibacteria,o:SJA-28,f:midas_f_31,g:midas_g_31,s:midas_s_31;	100	1442	FPLP01006939.12.1511 Bacteria;Bacteroidota;SJA-28;metagenome	99.7	1500	5.2314	10.184618	NA	0	0	0.0268990681825035	0.0101839752763777
AalW_18-Q3-R10-53_BATAC.822.fa	30	4737896	973199	157929.9	1083HQ	277_1	277_1	NA	98.88	3.76	62.5	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV3411.1446;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_843,s:midas_s_3050;	99	1446	FPLP01006891.15.1498 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;metagenome	98.8	1485	9.506503	14.822263	NA	0	0	0.0271707380348395	0.00623591022153355
AalW_18-Q3-R10-53_BATAC.872.fa	15	4214157	962272	280943.8	1083HQ	276_1	276_1	NA	99.46	1.08	100	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV758.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_385,s:midas_s_758;	99.9	1445	HG917637.1.1445 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;uncultured bacterium	99.9	1445	12.314033	17.753555	NA	0	0	0.00755751960158085	0.00198004224686076
AalW_18-Q3-R10-53_BATAC.906.fa	4	4323454	2579264	1080863.5	1083HQ	145_1	145_2	NA	98.6	0	0	NA	2	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__	ESV6.1456;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_6,s:midas_s_6;	100	1456	FPLP01011873.15.1394 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	99.9	1380	13.888084	27.240557	NA	0	0	0.00776679033725733	0.00197157979989692
AalW_18-Q3-R10-53_BATAC.909.fa	7	3579756	2055658	511393.7	1083HQ	343_1	343_1	SPREPHQ	96.04	0.27	0	NA	4	4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Fen-999;s__	ESV5535.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Rhodocyclaceae,g:midas_g_5535,s:midas_s_5535;	98.9	1464	FPLP01001065.18.1535 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;uncultured;metagenome	88.9	1518	12.860191	16.298832	0.42871925	0	0	0.00887367192068642	0.00254336076866014
AalW_18-Q3-R10-53_MAXAC.018.fa	27	3711359	938072	137457.7	1083HQ	246_1	246_1	NA	95.54	2.97	0	NA	1	1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__G233;s__	ESV849.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_731,s:midas_s_849;	99.9	1412	FPLP01003506.17.1486 Bacteria;Chloroflexi;OLB14;metagenome	99.8	1470	13.961077	19.70532	NA	0	0	0.0248681367843047	0.00495888251310631
AalW_18-Q3-R10-53_MAXAC.024.fa	38	1997185	249333	52557.5	1083HQ	3_1	3_2	NA	96.14	2.85	44.44	NA	7	7	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter cryaerophilus_A	ESV2255.1440;tax=d:Bacteria,p:Epsilonbacteraeota,c:Campylobacteria,o:Campylobacterales,f:Arcobacteraceae,g:Arcobacter,s:Arcobacter_cryaerophilus;	100	1440	CP032825.56100.57605 Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;Arcobacter cryaerophilus D2610	99.1	1507	12.751212	18.781279	NA	0	0	0.0422205055162591	0.0104928733096952
AalW_18-Q3-R10-53_MAXAC.039.fa	49	4689548	618350	95705.1	1083HQ	381_1	381_3	NA	94	3.8	57.14	NA	2	3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__SCMQ01;s__	ESV50.1455;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:midas_g_33,s:midas_s_50;	100	1455	FPLM01004542.12.1524 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;uncultured;metagenome	99.9	1513	44.31261	57.35158	NA	0	0	0.0232918992162145	0.00495790565609672
AalW_18-Q3-R10-53_MAXAC.051.fa	96	7912503	747646	82421.9	1083HQ	466_1	466_3	NA	92.37	3.39	0	NA	2	2	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__	ESV4851.1479;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Sandaracinaceae,g:midas_g_4851,s:midas_s_4851;	99.9	1479	CU466768.1.1378 Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured;uncultured delta proteobacterium	99.3	1380	10.241133	9.371293	NA	0	0	0.021148428438739	0.00597471494994443
